,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
19231,1,0.9999999,56,1,0.429568528,1575.0,1,0,1,0,0.0
19239,1,0.0,26,2,0.0,4000.0,1,0,0,0,0.0
19290,1,0.9999999,27,0,0.000571265,3500.0,0,0,0,0,0.0
19304,1,0.9999999,61,0,0.050619278,3713.0,2,0,0,0,0.0
19355,1,0.9999999,51,0,0.441437238,15000.0,5,0,2,0,2.0
19406,1,0.9999999,54,0,0.352145797,1700.0,3,0,0,0,0.0
19413,1,0.34706665,46,0,0.25394921,5000.0,8,0,0,0,0.0
19423,1,0.57973267,32,1,2136.0,6670.22123739,10,0,2,0,0.0
19426,1,0.411435426,26,0,0.29199549,2660.0,4,0,0,0,0.0
19443,1,0.9999999,45,0,735.0,6670.22123739,4,1,0,1,0.0
19487,1,0.851423083,49,1,0.419678148,7083.0,11,1,1,1,0.0
19505,1,0.364406058,63,1,2582.0,6670.22123739,9,0,3,0,0.0
19512,1,0.404319136,28,0,0.267539077,2750.0,7,0,0,0,0.0
19518,1,0.9999999,40,1,3483.0,6670.22123739,7,1,3,0,0.757222267861
19532,1,0.647633859,28,3,0.2,3294.0,9,0,0,1,0.0
19534,1,0.610635901,47,1,0.634480788,7000.0,19,0,2,1,3.0
19536,1,0.9999999,44,98,0.0,3612.0,0,98,0,98,2.0
19556,1,0.580161476,23,1,0.074324324,1923.0,3,0,0,0,0.0
19574,1,0.987579281,29,2,0.3824303,1900.0,5,0,0,0,1.0
19575,1,0.069450152,70,1,0.43294957,12333.0,14,3,3,0,0.0
19591,1,0.989608522,60,1,0.595625872,2148.0,6,0,1,0,0.0
19599,1,1.02845488,48,2,0.426209839,7500.0,11,0,2,1,0.0
19606,1,0.642984014,71,2,1473.0,6670.22123739,2,0,1,0,0.0
19630,1,1.031548545,56,1,0.185564917,9850.0,5,3,0,1,1.0
19634,1,0.197977352,59,0,0.708945549,4627.0,13,0,2,0,0.0
19636,1,0.9999999,25,0,0.097634122,3000.0,3,0,0,1,4.0
19649,1,0.024650922,41,1,0.109159585,5294.0,5,3,0,2,4.0
19681,1,0.064169595,67,0,2050.0,6670.22123739,10,0,2,1,0.0
19686,1,1.35775452,48,3,0.148155228,5230.0,8,2,0,0,1.0
19715,1,0.97152019,39,5,1.232553489,5000.0,13,1,2,2,1.0
19796,1,0.9999999,46,1,1806.0,6670.22123739,1,1,1,0,0.0
19816,1,1.019994446,28,0,452.5,1.0,11,0,0,0,3.0
19823,1,1.004997501,60,0,0.297702298,1000.0,4,1,0,1,0.0
19824,1,0.299621909,49,3,0.777724893,2100.0,15,2,1,0,1.0
19838,1,0.272762624,51,0,0.042381355,13000.0,7,0,0,0,0.0
19847,1,0.945729791,41,0,259.0,6670.22123739,4,2,0,2,0.0
19859,1,0.03512061,78,2,1567.0,6670.22123739,9,0,1,2,0.0
19865,1,0.040223614,57,0,2945.0,0.0,10,0,1,0,0.0
19890,1,0.157661889,40,0,0.282071793,10000.0,16,0,1,0,2.0
19905,1,1.00419958,56,0,0.766327396,2357.0,6,1,1,0,0.0
19939,1,0.340559184,87,0,0.490961446,6250.0,20,0,2,0,0.0
19941,1,0.652695021,43,0,1.880860876,1300.0,9,0,1,1,0.0
19947,1,0.885051987,70,0,0.836776258,3436.0,17,0,1,0,0.0
19959,1,0.9999999,30,0,0.024180423,4300.0,7,1,0,0,1.0
19960,1,1.025346872,37,2,0.490710239,7588.0,12,0,1,0,1.0
19980,1,0.9999999,50,0,489.0,6670.22123739,1,0,0,0,0.0
19982,1,0.9999999,24,1,0.317673378,1787.0,2,2,0,0,0.0
19988,1,0.9999999,51,0,0.150855365,4500.0,2,3,0,0,1.0
19990,1,0.056746934,45,0,1.003576903,3913.0,17,0,1,0,1.0
20001,1,0.056828985,48,0,0.362922574,4584.0,7,0,1,0,0.0
20004,1,0.255367972,33,0,0.103888214,6583.0,6,0,0,0,1.0
20007,1,0.674757357,53,0,2.162327718,3264.0,21,0,4,0,0.0
20038,1,0.75009996,33,1,0.340885221,6664.0,5,0,1,0,2.0
20041,1,0.9999999,41,1,0.195219124,3764.0,3,1,0,1,2.0
20055,1,0.108752883,59,0,0.028018899,9100.0,13,0,0,0,0.0
20097,1,0.601214259,47,0,0.476470088,11750.0,14,0,2,0,2.0
20154,1,0.335129373,55,1,1962.5,1.0,21,0,1,1,0.0
20171,1,0.365612688,62,0,0.260352213,2100.0,3,0,0,0,0.0
20223,1,0.012240112,74,7,36.0,6670.22123739,17,0,0,0,0.0
20248,1,1.082572794,38,1,0.466350302,4635.0,6,1,0,1,4.0
20249,1,0.400810478,66,0,0.517275098,6135.0,18,0,1,0,0.0
20260,1,0.9999999,37,0,0.0,3000.0,0,0,0,1,0.0
20272,1,0.941839331,34,0,165.0,6670.22123739,4,2,0,0,0.0
20276,1,1.688622754,34,0,0.096298895,5700.0,2,3,0,1,1.0
20278,1,1.056110684,41,0,1382.0,6670.22123739,10,0,0,0,0.0
20282,1,0.546953752,32,0,0.276059565,6110.0,5,0,1,0,2.0
20287,1,1.063793621,46,2,0.122292569,3000.0,2,1,0,1,0.0
20290,1,0.829351536,41,3,0.279297023,13200.0,7,0,1,0,0.0
20309,1,1.019492026,36,1,0.279520502,8925.0,4,1,1,1,0.0
20316,1,0.003382562,43,0,0.196780322,10000.0,9,0,1,0,0.0
20330,1,0.903278307,42,2,0.670865827,5000.0,4,0,1,1,1.0
20331,1,0.9999999,38,0,0.255414909,10664.0,9,0,5,0,0.0
20341,1,0.962366338,56,1,0.549417512,2660.0,9,0,1,1,0.0
20355,1,1.323274236,41,1,0.329169269,1600.0,8,0,0,2,2.0
20364,1,1.153996101,47,0,0.182623366,9483.0,8,1,0,1,2.0
20380,1,0.186585266,37,1,0.914642012,4650.0,11,0,1,0,3.0
20386,1,0.980066445,37,5,0.066593886,5495.0,10,1,0,0,0.0
20397,1,0.001694568,63,2,0.735754748,3000.0,18,0,1,0,0.0
20404,1,0.9999999,54,0,509.0,6670.22123739,3,0,0,0,3.0
20426,1,0.88372093,39,2,0.405921681,4187.0,9,0,1,0,0.0
20430,1,0.257595316,67,0,0.446258957,6000.0,18,0,1,0,1.0
20453,1,0.043829711,52,2,0.279970216,2685.0,11,0,0,0,3.0
20514,1,0.965617805,45,3,0.550345224,3475.0,4,1,1,2,0.0
20515,1,0.50509898,50,2,0.695345557,2835.0,5,1,2,1,0.0
20544,1,0.543946367,45,1,1.14765764,5058.0,16,0,2,0,0.0
20550,1,0.34644226,78,1,0.563145618,3000.0,5,0,2,0,0.0
20562,1,1.146247167,47,0,0.664238411,1509.0,11,0,0,1,3.0
20569,1,0.9999999,68,0,270.0,6670.22123739,0,2,0,2,0.0
20575,1,0.015265649,61,0,629.0,6670.22123739,6,0,0,0,0.0
20634,1,0.916966178,35,1,0.356214595,3000.0,14,0,0,0,0.0
20686,1,0.531367892,51,1,0.608784706,8787.0,20,0,2,1,2.0
20700,1,0.904422254,24,1,0.395886889,2333.0,6,1,0,0,0.0
20706,1,0.010654864,27,0,0.061651988,4200.0,3,0,0,0,0.0
20765,1,0.704662667,50,3,0.694834075,5845.0,18,0,3,0,2.0
20767,1,0.9999999,54,1,413.0,6670.22123739,2,0,1,0,0.0
20772,1,0.465940054,24,1,0.227774855,1900.0,4,0,0,1,0.0
20813,1,0.086791565,63,0,1910.0,6670.22123739,9,0,2,0,0.0
20817,1,0.594257179,37,2,0.159007883,5200.0,3,0,0,0,2.0
20826,1,0.0,57,0,0.473480559,10595.0,13,0,5,0,1.0
20839,1,0.0,25,0,0.0,6670.22123739,3,0,0,0,1.0
20852,1,0.939488785,47,0,0.216786818,3883.0,6,0,0,0,4.0
20853,1,0.0,50,2,0.541864534,4000.0,7,0,0,0,2.0
20872,1,0.460321168,43,1,0.502492154,10833.0,15,0,4,0,3.0
20893,1,0.553131533,36,0,0.630619101,6250.0,9,1,1,0,0.0
20895,1,0.484536819,38,3,0.438926846,6000.0,5,0,1,0,2.0
20899,1,0.9999999,42,1,0.145713187,2600.0,1,2,0,0,4.0
20900,1,1.540706605,26,0,174.0,6670.22123739,4,0,0,0,0.0
20936,1,0.271643215,39,3,0.470962323,8333.0,13,0,2,0,3.0
20939,1,0.9999999,31,0,419.0,6670.22123739,3,4,0,2,0.757222267861
20950,1,0.903810119,31,0,0.417152373,1200.0,4,0,0,0,0.0
20960,1,1.014055934,25,0,209.0,6670.22123739,3,1,0,0,0.757222267861
20967,1,1.165521549,33,2,0.500333259,4500.0,5,2,1,0,3.0
20980,1,0.709678487,53,0,0.810506312,7366.0,12,0,4,0,2.0
20991,1,0.36977058,48,0,0.190155739,5200.0,9,0,0,0,2.0
21017,1,0.995006242,47,0,0.00956106,2300.0,3,0,0,1,0.0
21029,1,0.981672776,58,1,0.923397169,1200.0,10,9,0,1,1.0
21036,1,0.948238339,54,1,0.604056563,7000.0,7,0,3,0,0.0
21068,1,1.112956811,33,4,0.142009829,5900.0,3,2,0,0,0.0
21126,1,0.9999999,28,0,0.161389961,2589.0,1,0,0,1,1.0
21130,1,0.9999999,38,1,0.096028689,7528.0,2,1,1,0,4.0
21136,1,0.006825282,41,0,1.45989179,4250.0,16,0,3,0,3.0
21143,1,0.368844033,52,1,0.078662029,9775.0,8,0,0,3,0.0
21162,1,0.470405565,40,1,1.51665433,1350.0,13,0,1,0,3.0
21168,1,0.858130911,77,6,0.314021255,2916.0,21,1,0,1,0.0
21186,1,1.096866097,42,0,200.0,6670.22123739,2,0,0,0,0.0
21207,1,0.185868386,38,0,0.430214486,3216.0,11,0,1,0,3.0
21247,1,0.9999999,42,0,1.766860949,1200.0,2,0,1,0,2.0
21258,1,0.122221498,33,0,0.242651657,3197.0,7,0,0,0,0.0
21269,1,0.61461794,31,0,140.0,6670.22123739,1,0,0,0,1.0
21310,1,0.984942948,48,0,0.407869482,2083.0,4,1,0,0,3.0
21347,1,0.9999999,48,2,0.40628347,2800.0,5,1,1,1,0.0
21353,1,0.586565225,45,0,0.540204983,12000.0,11,0,2,0,0.0
21354,1,0.0,36,1,799.0,6670.22123739,6,1,0,0,0.0
21361,1,0.844942589,71,2,0.950508249,6000.0,16,2,1,0,0.0
21371,1,0.267667999,61,1,0.577568714,5420.0,29,0,5,0,0.0
21375,1,0.9999999,64,0,2939.0,6670.22123739,4,5,1,3,0.757222267861
21407,1,0.502386789,81,0,0.37504998,2500.0,9,1,1,0,0.0
21408,1,0.566751792,40,0,0.2010541,6450.0,9,1,0,1,4.0
21496,1,0.090071648,44,0,0.54059175,6860.0,5,0,2,0,0.0
21500,1,0.9999999,27,0,0.133223296,4240.0,1,1,0,0,1.0
21503,1,0.9999999,37,1,596.0,6670.22123739,4,0,0,0,0.0
21518,1,0.672423196,26,2,0.133182418,5300.0,5,1,0,0,0.0
21523,1,0.9999999,29,0,0.516571724,3861.0,4,0,2,0,1.0
21537,1,0.968031968,42,1,0.622810765,2340.0,5,2,0,0,1.0
21553,1,0.291765134,56,3,0.392173763,5800.0,13,0,2,1,0.0
21577,1,0.9999999,58,0,0.135549872,2736.0,1,0,0,0,0.0
21581,1,1.324594257,30,0,58.0,6670.22123739,2,2,0,1,0.0
21591,1,0.886037827,42,4,0.952783789,5082.0,7,0,1,1,3.0
21599,1,0.306378022,76,6,122.0,6670.22123739,11,1,0,1,0.757222267861
21650,1,0.0,70,0,0.958402662,600.0,4,0,0,1,0.0
21666,1,0.460941641,35,0,0.856028794,3333.0,6,0,2,0,2.0
21683,1,0.35381913,52,0,0.738386308,5725.0,17,0,3,0,2.0
21699,1,0.860166904,46,1,0.537121362,5050.0,9,0,1,2,0.0
21744,1,0.528249684,54,1,1.263549989,9261.0,21,0,6,0,0.0
21783,1,0.9999999,67,1,0.205887799,5400.0,5,2,1,0,3.0
21820,1,1.459343795,54,3,1718.0,6670.22123739,18,9,0,7,0.0
21860,1,0.899337927,57,4,0.332033593,3333.0,6,0,1,2,1.0
21863,1,0.227592467,32,0,0.310734463,20000.0,17,0,4,0,3.0
21888,1,0.996254682,44,0,0.368407898,4000.0,10,2,1,0,0.0
21894,1,0.004666572,55,1,1.390200445,2244.0,13,0,3,0,1.0
21897,1,0.071847037,69,0,0.526968033,7100.0,24,0,2,0,0.0
21903,1,0.002099895,63,0,0.739339118,5416.0,7,0,4,0,0.0
21936,1,0.9999999,34,1,0.241610738,4916.0,1,3,0,1,0.0
21957,1,0.069682744,47,0,0.414296134,5483.0,13,3,2,0,2.0
21973,1,0.9999999,39,0,0.282034771,1552.0,1,1,0,0,1.0
21989,1,0.9999999,52,0,5369.0,6670.22123739,5,1,2,0,0.0
22001,1,0.924204913,36,7,0.777102946,3292.0,13,0,1,0,1.0
22005,1,0.725659293,41,0,0.432313495,4771.0,7,0,1,0,0.0
22019,1,0.456101438,50,0,0.432189083,5330.0,15,1,2,3,1.0
22029,1,0.003132016,53,0,0.056776557,15833.0,6,0,0,0,2.0
22035,1,0.599077012,30,0,2306.0,6670.22123739,5,0,1,0,2.0
22037,1,0.9999999,31,98,0.0,6670.22123739,0,98,0,98,0.0
22043,1,0.779892166,64,2,0.420976417,4833.0,23,0,2,0,0.0
22046,1,0.9999999,42,0,0.0,4000.0,1,0,0,2,2.0
22055,1,0.9999999,71,4,1.042454122,3650.0,3,2,1,0,0.0
22056,1,0.876273104,29,1,0.036385446,2500.0,2,3,0,0,0.0
22068,1,0.9999999,26,0,196.0,6670.22123739,2,3,0,0,0.0
22073,1,0.211574416,48,1,1.687516022,3900.0,15,0,4,1,3.0
22081,1,0.892788838,59,2,1.100557585,5200.0,10,0,3,0,2.0
22115,1,0.9999999,47,5,0.487992315,3122.0,6,0,0,1,3.0
22129,1,0.046635576,70,0,2.0,6670.22123739,1,1,0,0,0.757222267861
22155,1,0.380144603,50,0,1.355389929,5500.0,19,0,1,0,2.0
22165,1,0.171965607,52,0,0.33391132,4036.0,3,0,1,0,2.0
22166,1,0.924595658,39,4,961.0,6670.22123739,12,0,0,1,2.0
22187,1,1.525896414,57,1,133.0,6670.22123739,1,1,0,0,0.0
22195,1,1.035464302,57,5,0.71487029,12951.0,5,7,3,1,2.0
22200,1,0.9999999,39,0,0.200724419,3312.0,3,1,0,0,1.0
22242,1,0.612625873,40,3,0.370688114,5594.0,15,0,1,0,3.0
22269,1,0.132347594,41,0,0.303194958,4600.0,7,0,0,0,1.0
22270,1,0.557852666,52,0,0.584522677,6305.0,16,0,1,0,0.0
22289,1,0.871407594,49,5,0.198790979,4300.0,10,0,0,0,4.0
22323,1,0.116670543,59,0,0.522241012,13600.0,20,0,12,0,0.0
22333,1,0.324837606,36,0,3792.0,6670.22123739,14,0,2,0,5.0
22335,1,0.9999999,41,0,0.0,3645.0,0,0,0,0,1.0
22364,1,0.9999999,27,3,0.270345596,3587.0,3,2,0,0,1.0
22371,1,0.713159248,46,2,0.322247862,7366.0,10,0,0,0,1.0
22376,1,1.149964294,43,0,0.539716823,8333.0,5,0,2,1,1.0
22377,1,0.008831861,57,1,0.125968508,4000.0,3,0,0,0,5.0
22397,1,0.9999999,63,0,0.123377332,9166.0,4,1,1,0,0.0
22424,1,0.995518014,49,1,0.586966094,2270.0,6,4,0,0,0.0
22430,1,0.012720086,42,0,0.299847077,8500.0,14,0,1,0,2.0
22437,1,0.912045331,28,0,0.40660066,3029.0,5,0,0,0,0.0
22441,1,0.993067591,55,1,1.054486378,4000.0,12,0,2,0,1.0
22449,1,0.9999999,53,1,0.193601994,4813.0,3,2,1,0,1.0
22453,1,0.99040096,45,0,2461.0,6670.22123739,3,1,1,0,0.0
22479,1,0.778693722,44,0,0.96753705,1416.0,10,0,0,2,2.0
22481,1,0.169128488,70,4,0.240875912,10000.0,23,1,2,1,0.0
22495,1,1.06723059,33,1,0.948346661,4626.0,18,3,1,5,0.0
22516,1,0.462920464,47,0,706.0,6670.22123739,11,0,0,0,1.0
22524,1,0.675675676,46,4,0.242889992,8262.0,10,0,0,1,0.0
22531,1,0.921647907,44,0,2075.0,6670.22123739,11,0,1,1,0.0
22555,1,0.891621676,48,0,0.429708779,4772.0,5,0,1,0,2.0
22565,1,1.025794841,50,0,0.409025993,3500.0,5,0,1,0,4.0
22571,1,0.9999999,42,0,0.016558675,8333.0,1,1,0,0,4.0
22601,1,0.05278174,42,4,0.339457568,8000.0,5,0,1,0,2.0
22614,1,0.179828735,45,1,0.169731685,3316.0,6,1,0,1,1.0
22623,1,0.496255115,64,0,251.0,6670.22123739,6,0,0,0,0.0
22640,1,0.339299525,41,0,0.419373112,5295.0,5,0,1,0,3.0
22666,1,1.056839475,23,0,0.111269615,700.0,2,2,0,0,3.0
22671,1,0.091958002,88,3,0.328722093,7300.0,10,2,1,1,0.0
22683,1,0.9999999,54,1,521.0,6670.22123739,1,0,0,0,0.0
22706,1,0.9999999,27,1,683.0,6670.22123739,4,2,0,0,1.0
22753,1,0.851062761,40,2,0.185890834,3883.0,7,0,0,0,1.0
22757,1,1.003322259,46,0,0.003213138,2800.0,1,0,0,0,0.0
22784,1,0.528364125,45,0,0.868852459,2744.0,17,0,1,0,0.0
22787,1,0.873125721,34,0,177.0,6670.22123739,6,0,0,0,0.0
22821,1,0.173949443,53,0,1.493728413,5500.0,9,0,4,0,0.0
22824,1,0.797666788,28,0,0.287599602,4015.0,6,0,0,0,0.0
22840,1,0.924302789,27,1,0.215301807,2600.0,3,0,0,1,3.0
22849,1,0.0,36,0,0.680863827,5000.0,9,0,4,0,1.0
22850,1,0.9920016,45,0,0.280799765,3400.0,7,0,0,0,0.0
22897,1,0.012143512,69,0,3120.0,6670.22123739,10,0,1,0,0.0
22910,1,1.096665418,36,3,146.0,6670.22123739,5,1,0,0,0.0
22927,1,0.791885839,71,2,0.69356301,5514.0,14,1,1,1,0.0
22957,1,0.380062305,52,1,0.379009164,6983.0,12,0,2,0,0.0
22975,1,0.0,37,2,598.0,6670.22123739,4,0,0,0,1.0
22981,1,0.280771923,28,0,0.413589581,20500.0,6,0,4,0,1.0
22985,1,0.940012369,56,2,0.239510975,3598.0,5,0,0,2,0.0
22988,1,0.756044356,45,3,0.894323456,2800.0,7,3,1,1,2.0
23027,1,0.267710585,43,1,7357.0,6670.22123739,7,0,1,0,0.0
23042,1,0.519886981,42,0,0.400639744,2500.0,8,0,1,0,0.0
23053,1,0.832335329,35,1,684.0,6670.22123739,3,0,0,1,0.757222267861
23058,1,0.91160442,59,3,0.775678338,11166.0,7,5,1,2,0.0
23064,1,0.9999999,29,0,0.746198217,1906.0,6,0,1,0,1.0
23071,1,0.0,41,0,5655.0,6670.22123739,11,0,6,0,1.0
23082,1,5.214380826,26,0,0.704073789,1300.0,7,0,0,0,0.0
23095,1,0.9999999,31,1,478.0,6670.22123739,4,1,0,0,0.0
23099,1,1.064733817,47,0,1.553633218,2600.0,9,0,3,0,2.0
23106,1,0.645534179,67,1,0.371314343,2000.0,10,0,0,0,0.0
23147,1,0.907156121,26,0,0.254204709,2080.0,5,0,0,0,1.0
23151,1,0.828524869,40,0,0.123687631,10000.0,5,0,0,0,0.0
23154,1,0.9999999,34,1,0.59141143,3166.0,4,1,1,1,2.0
23175,1,0.034633215,52,1,0.001389415,7916.0,6,0,0,1,0.0
23187,1,0.936288089,34,3,1.099345628,1680.0,9,0,1,0,4.0
23193,1,0.244785382,78,2,0.317473011,2500.0,7,0,0,0,0.0
23197,1,0.9999999,43,1,2887.0,6670.22123739,5,0,1,0,0.0
23206,1,0.377586446,57,1,0.17817078,7576.0,6,1,0,0,1.0
23225,1,0.9999999,25,98,0.0,6670.22123739,0,98,0,98,0.0
23239,1,0.682417083,40,2,0.212115347,5166.0,2,3,0,1,1.0
23242,1,0.953576162,56,0,1.522064323,1336.0,10,0,0,0,0.0
23277,1,0.748352172,42,4,0.578735842,8210.0,12,0,3,0,2.0
23286,1,0.863462085,66,0,1.206235012,1250.0,9,0,1,0,0.0
23289,1,0.773786978,51,1,2011.0,6670.22123739,20,0,1,0,0.757222267861
23291,1,0.398858223,39,0,0.492084653,6000.0,8,0,2,0,2.0
23296,1,0.612599337,42,0,0.40439954,7818.0,4,0,2,0,1.0
23306,1,1.31281198,29,0,0.271469741,1734.0,3,0,0,2,0.0
23320,1,0.9999999,32,0,0.126724415,3116.0,6,1,0,0,0.0
23352,1,0.378180636,49,2,0.429494411,9750.0,18,1,2,0,2.0
23362,1,1.06448683,70,0,0.059512195,1024.0,1,1,0,0,0.0
23363,1,0.0,33,1,0.208226221,3500.0,5,0,0,0,4.0
23385,1,0.9999999,35,98,0.0,2250.0,0,98,0,98,2.0
23403,1,0.924839097,40,6,0.659425912,7733.0,24,1,4,2,2.0
23408,1,0.9999999,68,0,0.495975232,1614.0,4,0,1,0,0.0
23420,1,0.121702427,48,1,0.567881329,3100.0,12,0,1,0,2.0
23421,1,0.9999999,45,0,0.208924182,5288.0,8,0,0,0,1.0
23423,1,1.048293089,31,1,0.134548884,3180.0,6,0,0,0,1.0
23428,1,0.9999999,32,0,0.013546202,2066.0,4,0,0,0,0.0
23450,1,0.793174767,44,1,547.0,6670.22123739,2,1,0,0,0.0
23453,1,0.123306775,51,0,1.275601189,3700.0,13,0,1,0,1.0
23478,1,0.9999999,52,1,0.131982402,7500.0,5,0,0,0,0.0
23485,1,0.9999999,34,1,0.389454209,1080.0,6,0,0,0,0.0
23510,1,0.9999999,24,98,0.0,6670.22123739,0,98,0,98,0.0
23523,1,0.37692747,46,1,19.0,6670.22123739,3,0,0,0,0.0
23529,1,0.9999999,60,0,0.661895024,4400.0,4,0,2,0,0.0
23537,1,0.9999999,27,0,18.0,6670.22123739,0,1,0,0,0.0
23545,1,0.16957826,52,0,0.695910647,5550.0,15,0,3,0,3.0
23546,1,0.201208056,65,0,0.112735908,8000.0,19,0,0,0,1.0
23560,1,0.404128366,50,0,0.13445477,8500.0,6,0,1,0,0.0
23570,1,0.021913178,48,0,0.19837355,7500.0,7,0,1,0,1.0
23572,1,0.9999999,35,2,0.362155689,4174.0,6,0,2,0,0.0
23576,1,0.903946248,52,0,1.706146927,2000.0,9,0,2,1,0.0
23615,1,0.68756082,43,0,0.3522678,11530.0,9,0,2,0,0.0
23621,1,0.9999999,61,4,0.337796822,5600.0,9,1,1,0,0.0
23645,1,0.986554622,42,0,1804.0,6670.22123739,4,1,1,1,0.0
23653,1,0.9999999,49,0,0.00779844,5000.0,0,3,0,0,3.0
23674,1,0.488033857,63,1,1537.0,6670.22123739,5,0,0,1,0.757222267861
23698,1,0.868442964,62,0,0.171957011,4000.0,4,0,0,0,0.0
23710,1,0.639319138,63,0,0.704918033,2500.0,8,0,0,0,0.0
23750,1,0.858205486,45,0,0.024877832,2250.0,6,0,0,1,1.0
23757,1,0.036886814,56,1,0.061318885,7566.0,10,0,0,1,0.0
23797,1,0.960313121,64,0,0.77814806,4200.0,11,0,1,0,1.0
23808,1,1.048689139,34,1,984.0,6670.22123739,8,1,0,3,2.0
23834,1,0.998423508,55,0,0.620213911,15800.0,10,0,2,0,0.0
23846,1,0.589234189,52,0,0.329283489,3209.0,8,1,0,0,2.0
23850,1,0.9999999,65,98,0.012215436,1800.0,0,98,0,98,0.0
23876,1,0.727198531,81,5,0.273761714,5975.0,7,0,1,1,0.0
23879,1,0.814098642,68,0,0.183966552,5500.0,16,3,1,0,0.0
23910,1,0.97420187,37,2,0.124652816,9000.0,8,2,1,2,2.0
23924,1,0.356440593,38,1,0.346776973,2900.0,4,0,0,0,3.0
23925,1,0.9999999,43,0,0.127343633,20000.0,3,0,1,1,0.0
23928,1,1.156146179,44,1,0.104741954,5250.0,4,2,0,1,0.0
23931,1,0.9999999,58,0,80.0,6670.22123739,1,2,0,0,0.0
23942,1,0.9999999,50,0,0.191391238,1300.0,1,1,0,1,2.0
23974,1,0.982134127,68,2,0.888422819,3575.0,13,0,2,1,0.0
23977,1,1.041323205,42,2,1.682057276,1710.0,11,7,0,1,3.0
23985,1,0.9999999,51,98,0.0,800.0,0,98,0,98,0.0
23999,1,0.605906784,37,3,636.0,6670.22123739,12,0,0,0,0.0
24023,1,0.9999999,42,1,1422.0,6670.22123739,1,1,1,1,0.757222267861
24025,1,0.73835561,64,3,0.392008388,8583.0,8,0,3,0,1.0
24063,1,0.9999999,41,1,0.481279369,6596.0,9,1,1,0,2.0
24075,1,0.028075563,45,0,0.317589992,7833.0,12,1,2,0,0.0
24078,1,0.0,47,0,0.0,6670.22123739,1,0,0,0,0.0
24083,1,0.952268258,39,0,0.8948022,5636.0,8,0,2,0,2.0
24087,1,0.9999999,25,0,0.320987654,1700.0,2,0,0,1,0.0
24115,1,0.592294562,57,4,1.323504634,2373.0,9,0,1,0,0.0
24118,1,0.0,64,0,0.325945676,6000.0,7,0,2,0,0.0
24137,1,0.118534133,39,0,0.496613267,9300.0,10,0,3,0,1.0
24159,1,1.039410305,37,1,0.232461256,6000.0,6,1,0,2,0.0
24192,1,1.77476677,33,0,0.110624635,3425.0,5,0,0,0,2.0
24195,1,0.812702146,53,2,1221.0,6670.22123739,6,1,1,0,0.0
24210,1,0.039130853,34,0,0.64702788,1900.0,12,0,1,0,0.0
24231,1,0.01975177,57,0,0.136,8249.0,10,0,1,0,3.0
24264,1,0.947501989,49,3,0.952641549,4750.0,13,6,3,2,2.0
24280,1,0.803132238,40,0,3590.0,6670.22123739,22,0,2,0,0.0
24283,1,0.9999999,55,0,0.002458513,1626.0,0,0,0,0,0.0
24316,1,1.014330945,51,2,0.377355803,21064.0,9,1,4,0,1.0
24320,1,0.461230809,28,1,556.0,6670.22123739,2,0,0,0,0.0
24364,1,0.232372168,40,2,0.344280043,11083.0,15,0,2,0,2.0
24371,1,1.117157135,48,2,0.337203677,6200.0,4,2,1,0,2.0
24383,1,0.9999999,30,0,0.005640303,7800.0,0,0,0,1,1.0
24393,1,0.9999999,21,98,0.0,2300.0,0,98,0,98,0.0
24407,1,0.9999999,57,9,1.01270648,1573.0,7,0,0,0,1.0
24408,1,0.352061708,49,1,0.937272727,3299.0,7,1,2,2,1.0
24421,1,0.967800716,42,0,0.419526385,22000.0,11,0,2,0,2.0
24425,1,0.9999999,44,0,0.466583385,1600.0,2,3,1,0,1.0
24434,1,0.9999999,36,0,0.0,1600.0,0,1,0,0,1.0
24459,1,1.081836327,35,1,0.064733817,4000.0,2,3,0,1,2.0
24468,1,0.872255489,26,0,0.116878124,2600.0,2,1,0,0,0.0
24479,1,0.932151696,44,0,0.638908727,7000.0,6,0,2,0,1.0
24485,1,0.376782077,31,0,0.15208854,2800.0,5,0,1,0,2.0
24493,1,0.882833787,52,0,535.0,6670.22123739,5,0,0,0,0.0
24500,1,0.9999999,28,2,0.207650273,1280.0,1,2,0,2,0.0
24501,1,0.814226925,46,0,0.529440389,4109.0,9,0,1,0,0.0
24523,1,1.030881017,29,4,0.450211457,2600.0,6,4,0,1,0.0
24528,1,0.0,72,0,0.002377456,14300.0,11,0,0,2,1.0
24557,1,0.9999999,41,2,0.145356102,2400.0,2,0,0,0,3.0
24578,1,0.483711835,42,1,0.380871534,7067.0,7,0,2,0,1.0
24589,1,0.084895683,59,0,0.596420717,13186.0,18,0,4,0,1.0
24604,1,0.309640605,45,1,0.215389231,20000.0,10,0,1,0,0.0
24615,1,0.962681493,57,3,14969.0,0.0,15,1,8,2,3.0
24620,1,0.9999999,32,0,0.0,6670.22123739,0,1,0,0,0.0
24636,1,0.923076923,30,1,0.06287497,4166.0,5,0,0,0,0.0
24645,1,1.42192691,25,0,292.0,6670.22123739,3,2,0,1,0.0
24647,1,0.966274386,52,4,0.923659497,3300.0,6,1,1,1,2.0
